NM_000014	A2MG_HUMAN	P01023
NM_001190438	NCOR1_HUMAN	O75376
NM_001190440	NCOR1_HUMAN	O75376
NM_006311	NCOR1_HUMAN	O75376
NM_006312	C9JFD3_HUMAN	C9JFD3
NM_001077261	NCOR2_HUMAN	Q9Y618
NM_001206654	NCOR2_HUMAN	Q9Y618
NM_006312	NCOR2_HUMAN	Q9Y618
NM_001252078	UBP15_HUMAN	Q9Y4E8
NM_001252079	UBP15_HUMAN	Q9Y4E8
NM_006313	UBP15_HUMAN	Q9Y4E8
NM_006314	Q53GM7_HUMAN	Q53GM7
NM_001297647	CNKR1_HUMAN	Q969H4
NM_001297648	CNKR1_HUMAN	Q969H4
NM_006314	CNKR1_HUMAN	Q969H4
NM_006315	PCGF3_HUMAN	Q3KNV8
NM_001271606	BASP1_HUMAN	P80723
NM_006317	BASP1_HUMAN	P80723
NM_001286585	A8K3L7_HUMAN	A8K3L7
NM_001286586	A8K3L7_HUMAN	A8K3L7
NM_006319	A8K3L7_HUMAN	A8K3L7
NM_001286585	CDIPT_HUMAN	O14735
NM_006319	CDIPT_HUMAN	O14735
NM_006320	PGRC2_HUMAN	O15173
NM_006321	ARI2_HUMAN	O95376
NM_006321	Q6IBL8_HUMAN	Q6IBL8
NM_001286277	GCP3_HUMAN	Q96CW5
NM_001286278	GCP3_HUMAN	Q96CW5
NM_001286279	GCP3_HUMAN	Q96CW5
NM_006322	GCP3_HUMAN	Q96CW5
NM_001042734	SC24B_HUMAN	O95487
NM_001300813	SC24B_HUMAN	O95487
NM_006323	SC24B_HUMAN	O95487
NM_006324	CFDP1_HUMAN	Q9UEE9
NM_001300796	RAN_HUMAN	P62826
NM_001300797	RAN_HUMAN	P62826
NM_006325	RAN_HUMAN	P62826
NM_006327	TIM23_HUMAN	O14925
NM_001198836	RBM14_HUMAN	Q96PK6
NM_001198837	RBM14_HUMAN	Q96PK6
NM_001198845	RBM14_HUMAN	Q96PK6
NM_006328	RBM14_HUMAN	Q96PK6
NM_006329	A0A024R6G3_HUMAN	A0A024R6G3
NM_006329	FBLN5_HUMAN	Q9UBX5
NM_001279356	LYPA1_HUMAN	O75608
NM_001279357	LYPA1_HUMAN	O75608
NM_001279358	LYPA1_HUMAN	O75608
NM_001279359	LYPA1_HUMAN	O75608
NM_001279360	LYPA1_HUMAN	O75608
NM_006330	LYPA1_HUMAN	O75608
NM_006330	Q6IAQ1_HUMAN	Q6IAQ1
NM_006331	NEP1_HUMAN	Q92979
NM_006332	A0A024R7N7_HUMAN	A0A024R7N7
NM_006332	GILT_HUMAN	P13284
NM_006334	Q6IMJ7_HUMAN	Q6IMJ7
NM_006335	TI17A_HUMAN	Q99595
NM_006336	A0A024R8B0_HUMAN	A0A024R8B0
NM_006336	ZER1_HUMAN	Q7Z7L7
NM_001012300	MCRS1_HUMAN	Q96EZ8
NM_001278341	MCRS1_HUMAN	Q96EZ8
NM_006337	MCRS1_HUMAN	Q96EZ8
NM_006339	HM20B_HUMAN	Q9P0W2
NM_001127325	A0A024R4I4_HUMAN	A0A024R4I4
NM_006341	A0A024R4I4_HUMAN	A0A024R4I4
NM_001127325	MD2L2_HUMAN	Q9UI95
NM_006341	MD2L2_HUMAN	Q9UI95
NM_006342	TACC3_HUMAN	Q9Y6A5
NM_006343	MERTK_HUMAN	Q12866
NM_006345	ZNT9_HUMAN	Q6PML9
NM_006346	PIBF1_HUMAN	Q8WXW3
NM_006347	PPIH_HUMAN	O43447
NM_006347	Q6FH36_HUMAN	Q6FH36
NM_006349	ZNHI1_HUMAN	O43257
NM_006351	TIM44_HUMAN	O43615
NM_006353	A0A024R046_HUMAN	A0A024R046
NM_006353	HMGN4_HUMAN	O00479
NM_006355	A0A024QZY4_HUMAN	A0A024QZY4
NM_006355	TRI38_HUMAN	O00635
NM_006356	A0PJH2_HUMAN	A0PJH2
NM_001003785	ATP5H_HUMAN	O75947
NM_006356	ATP5H_HUMAN	O75947
NM_001282727	PM34_HUMAN	O43808
NM_006358	PM34_HUMAN	O43808
NM_001042537	SL9A6_HUMAN	Q92581
NM_001177651	SL9A6_HUMAN	Q92581
NM_006359	SL9A6_HUMAN	Q92581
NM_001307929	EIF3M_HUMAN	Q7L2H7
NM_006360	EIF3M_HUMAN	Q7L2H7
NM_006361	Q4KR72_HUMAN	Q4KR72
NM_006361	HXB13_HUMAN	Q92826
NM_001081491	NXF1_HUMAN	Q9UBU9
NM_006362	NXF1_HUMAN	Q9UBU9
NM_006364	SC23A_HUMAN	Q15436
NM_006365	CROC4_HUMAN	Q13536
NM_006366	CAP2_HUMAN	P40123
NM_006366	Q5JPJ8_HUMAN	Q5JPJ8
NM_001105530	D3DPU2_HUMAN	D3DPU2
NM_006367	D3DPU2_HUMAN	D3DPU2
NM_001105530	CAP1_HUMAN	Q01518
NM_006367	CAP1_HUMAN	Q01518
NM_006368	CREB3_HUMAN	O43889
NM_006369	LRC41_HUMAN	Q15345
NM_006370	VTI1B_HUMAN	Q9UEU0
NM_006371	CRTAP_HUMAN	O75718
NM_001159673	HNRPQ_HUMAN	O60506
NM_001159674	HNRPQ_HUMAN	O60506
NM_001159675	HNRPQ_HUMAN	O60506
NM_001159676	HNRPQ_HUMAN	O60506
NM_001159677	HNRPQ_HUMAN	O60506
NM_001253771	HNRPQ_HUMAN	O60506
NM_006372	HNRPQ_HUMAN	O60506
NM_006373	A0A024R1Z6_HUMAN	A0A024R1Z6
NM_006373	VAT1_HUMAN	Q99536
NM_001271977	A0A024R4B2_HUMAN	A0A024R4B2
NM_001271978	A0A024R4B2_HUMAN	A0A024R4B2
NM_006374	A0A024R4B2_HUMAN	A0A024R4B2
NM_001271977	STK25_HUMAN	O00506
NM_001271978	STK25_HUMAN	O00506
NM_001271979	STK25_HUMAN	O00506
NM_001271980	STK25_HUMAN	O00506
NM_001282305	STK25_HUMAN	O00506
NM_001282307	STK25_HUMAN	O00506
NM_001282308	STK25_HUMAN	O00506
NM_006374	STK25_HUMAN	O00506
NM_006377	UN13B_HUMAN	O14795
NM_006377	Q4LE73_HUMAN	Q4LE73
NM_001142287	SEM4D_HUMAN	Q92854
NM_006378	SEM4D_HUMAN	Q92854
NM_006379	B4E2I9_HUMAN	B4E2I9
NM_006379	SEM3C_HUMAN	Q99985
NM_006380	A0A024QZ47_HUMAN	A0A024QZ47
NM_001282476	APBP2_HUMAN	Q92624
NM_006380	APBP2_HUMAN	Q92624
NM_006382	CDRT1_HUMAN	O95170
NM_006382	Q59EB2_HUMAN	Q59EB2
NM_001271888	CIB2_HUMAN	O75838
NM_001271889	CIB2_HUMAN	O75838
NM_001301224	CIB2_HUMAN	O75838
NM_006383	CIB2_HUMAN	O75838
NM_001277764	CIB1_HUMAN	Q99828
NM_006384	CIB1_HUMAN	Q99828
NM_006386	DDX17_HUMAN	Q92841
NM_006387	CHERP_HUMAN	Q8IWX8
NM_006388	A0A024R597_HUMAN	A0A024R597
NM_001130991	B3KXH0_HUMAN	B3KXH0
NM_006389	B3KXH0_HUMAN	B3KXH0
NM_001130991	B7Z766_HUMAN	B7Z766
NM_006389	B7Z766_HUMAN	B7Z766
NM_001130991	Q6IN67_HUMAN	Q6IN67
NM_006389	Q6IN67_HUMAN	Q6IN67
NM_001130991	HYOU1_HUMAN	Q9Y4L1
NM_006389	HYOU1_HUMAN	Q9Y4L1
NM_001190995	IPO8_HUMAN	O15397
NM_006390	IPO8_HUMAN	O15397
NM_006391	B3KNG9_HUMAN	B3KNG9
NM_006391	IPO7_HUMAN	O95373
NM_006392	NOP56_HUMAN	O00567
NM_001136031	ATG7_HUMAN	O95352
NM_001144912	ATG7_HUMAN	O95352
NM_006395	ATG7_HUMAN	O95352
NM_006396	SSA27_HUMAN	O60232
NM_006397	RNH2A_HUMAN	O75792
NM_006398	UBD_HUMAN	O15205
NM_006399	BATF_HUMAN	Q16520
NM_001261412	DCTN2_HUMAN	Q13561
NM_001261413	DCTN2_HUMAN	Q13561
NM_006400	DCTN2_HUMAN	Q13561
NM_006400	V9HW58_HUMAN	V9HW58
NM_006401	AN32B_HUMAN	Q92688
NM_006402	A0A0C4DGV4_HUMAN	A0A0C4DGV4
NM_006402	LTOR5_HUMAN	O43504
NM_006404	EPCR_HUMAN	Q9UNN8
NM_001014842	TM9S1_HUMAN	O15321
NM_001289006	TM9S1_HUMAN	O15321
NM_006405	TM9S1_HUMAN	O15321
NM_006406	PRDX4_HUMAN	Q13162
NM_006406	V9HW63_HUMAN	V9HW63
NM_006407	A0A024R371_HUMAN	A0A024R371
NM_006407	PRAF3_HUMAN	O75915
NM_006408	AGR2_HUMAN	O95994
NM_006408	Q4JM46_HUMAN	Q4JM46
NM_006409	ARC1A_HUMAN	Q92747
NM_006409	V9HVZ6_HUMAN	V9HVZ6
NM_001098520	HTAI2_HUMAN	Q9BUP3
NM_001098521	HTAI2_HUMAN	Q9BUP3
NM_001098522	HTAI2_HUMAN	Q9BUP3
NM_001098523	HTAI2_HUMAN	Q9BUP3
NM_006410	HTAI2_HUMAN	Q9BUP3
NM_006412	A0A024R8I7_HUMAN	A0A024R8I7
NM_001012727	PLCB_HUMAN	O15120
NM_006412	PLCB_HUMAN	O15120
NM_001104546	RPP30_HUMAN	P78346
NM_006413	RPP30_HUMAN	P78346
NM_006415	A0A024R277_HUMAN	A0A024R277
NM_001281303	Q6NUL7_HUMAN	Q6NUL7
NM_006415	Q6NUL7_HUMAN	Q6NUL7
NM_001168398	S35A1_HUMAN	P78382
NM_006416	S35A1_HUMAN	P78382
NM_006417	IFI44_HUMAN	Q8TCB0
NM_006418	A0A024QZ95_HUMAN	A0A024QZ95
NM_006418	OLFM4_HUMAN	Q6UX06
NM_006419	CXL13_HUMAN	O43927
NM_006419	Q53X90_HUMAN	Q53X90
NM_006420	Q59FR3_HUMAN	Q59FR3
NM_006420	Q86TH5_HUMAN	Q86TH5
NM_006420	BIG2_HUMAN	Q9Y6D5
NM_006421	A0A024R7X0_HUMAN	A0A024R7X0
NM_006421	BIG1_HUMAN	Q9Y6D6
NM_001278309	AKAP3_HUMAN	O75969
NM_006422	AKAP3_HUMAN	O75969
NM_006423	PRAF1_HUMAN	Q9UI14
NM_001177998	NPT2B_HUMAN	O95436
NM_001177999	NPT2B_HUMAN	O95436
NM_006424	NPT2B_HUMAN	O95436
NM_006425	SLU7_HUMAN	O95391
NM_006426	DPYL4_HUMAN	O14531
NM_006428	RM28_HUMAN	Q13084
NM_001009570	TCPH_HUMAN	Q99832
NM_001166284	TCPH_HUMAN	Q99832
NM_001166285	TCPH_HUMAN	Q99832
NM_006429	TCPH_HUMAN	Q99832
NM_001256721	TCPD_HUMAN	P50991
NM_006430	TCPD_HUMAN	P50991
NM_001198842	TCPB_HUMAN	P78371
NM_006431	TCPB_HUMAN	P78371
NM_006431	V9HW96_HUMAN	V9HW96
NM_006432	A0A024R6C0_HUMAN	A0A024R6C0
NM_006432	NPC2_HUMAN	P61916
NM_006435	IFM2_HUMAN	Q01629
NM_006437	PARP4_HUMAN	Q9UKK3
NM_006438	A0A024R9J3_HUMAN	A0A024R9J3
NM_006438	COL10_HUMAN	Q9Y6Z7
NM_006439	MB212_HUMAN	Q9Y586
NM_001282512	TRXR2_HUMAN	Q9NNW7
NM_006440	TRXR2_HUMAN	Q9NNW7
NM_001199758	MTHFS_HUMAN	P49914
NM_006441	MTHFS_HUMAN	P49914
NM_006442	NC2A_HUMAN	Q14919
NM_001042550	A0A024R158_HUMAN	A0A024R158
NM_001042551	A0A024R158_HUMAN	A0A024R158
NM_001265602	A0A024R158_HUMAN	A0A024R158
NM_006444	A0A024R158_HUMAN	A0A024R158
NM_001042550	SMC2_HUMAN	O95347
NM_001042551	SMC2_HUMAN	O95347
NM_001265602	SMC2_HUMAN	O95347
NM_006444	SMC2_HUMAN	O95347
NM_001042550	Q05BV1_HUMAN	Q05BV1
NM_001042551	Q05BV1_HUMAN	Q05BV1
NM_006444	Q05BV1_HUMAN	Q05BV1
NM_006444	Q05D74_HUMAN	Q05D74
NM_006444	Q7Z2X1_HUMAN	Q7Z2X1
NM_006445	PRP8_HUMAN	Q6P2Q9
NM_006446	A0A024RAU7_HUMAN	A0A024RAU7
NM_006446	Q05CV5_HUMAN	Q05CV5
NM_006446	SO1B1_HUMAN	Q9Y6L6
NM_001001992	UBP16_HUMAN	Q9Y5T5
NM_001032410	UBP16_HUMAN	Q9Y5T5
NM_006447	UBP16_HUMAN	Q9Y5T5
NM_001270436	BORG2_HUMAN	Q9UKI2
NM_001270437	BORG2_HUMAN	Q9UKI2
NM_001270438	BORG2_HUMAN	Q9UKI2
NM_006449	BORG2_HUMAN	Q9UKI2
NM_001079524	A0A024RD93_HUMAN	A0A024RD93
NM_006452	A0A024RD93_HUMAN	A0A024RD93
NM_001079524	PUR6_HUMAN	P22234
NM_001079525	PUR6_HUMAN	P22234
NM_006452	PUR6_HUMAN	P22234
NM_006453	TBL3_HUMAN	Q12788
NM_006454	MAD4_HUMAN	Q14582
NM_006455	SC65_HUMAN	Q92791
NM_006456	A0A024R8M1_HUMAN	A0A024R8M1
NM_006456	SIA7B_HUMAN	Q9UJ37
NM_006457	A0A024RDE8_HUMAN	A0A024RDE8
NM_001011515	PDLI5_HUMAN	Q96HC4
NM_001011516	PDLI5_HUMAN	Q96HC4
NM_001256429	PDLI5_HUMAN	Q96HC4
NM_006457	PDLI5_HUMAN	Q96HC4
NM_001248007	B7Z5Y8_HUMAN	B7Z5Y8
NM_006458	B7Z5Y8_HUMAN	B7Z5Y8
NM_001100626	D3DR65_HUMAN	D3DR65
NM_006459	D3DR65_HUMAN	D3DR65
NM_001100626	ERLN1_HUMAN	O75477
NM_006459	ERLN1_HUMAN	O75477
NM_006460	HEXI1_HUMAN	O94992
NM_006461	SPAG5_HUMAN	Q96R06
NM_001206840	TGON2_HUMAN	O43493
NM_001206841	TGON2_HUMAN	O43493
NM_001206844	TGON2_HUMAN	O43493
NM_006464	TGON2_HUMAN	O43493
NM_001307939	ARI3B_HUMAN	Q8IVW6
NM_006465	ARI3B_HUMAN	Q8IVW6
NM_001282526	RPC6_HUMAN	Q9H1D9
NM_006466	RPC6_HUMAN	Q9H1D9
NM_006467	A0A024RAM1_HUMAN	A0A024RAM1
NM_006467	RPC7_HUMAN	O15318
NM_006468	A0A024R4C1_HUMAN	A0A024R4C1
NM_001303456	RPC3_HUMAN	Q9BUI4
NM_006468	RPC3_HUMAN	Q9BUI4
NM_006469	NS1BP_HUMAN	Q9Y6Y0
NM_006470	TRI16_HUMAN	O95361
NM_001303047	ML12A_HUMAN	P19105
NM_001303048	ML12A_HUMAN	P19105
NM_001303049	ML12A_HUMAN	P19105
NM_006471	ML12A_HUMAN	P19105
NM_006472	A0A024R4B7_HUMAN	A0A024R4B7
NM_006472	TXNIP_HUMAN	Q9H3M7
NM_006473	A0A024R5A7_HUMAN	A0A024R5A7
NM_006473	A8K0D4_HUMAN	A8K0D4
NM_006473	TAF6L_HUMAN	Q9Y6J9
NM_006475	A0A024RDS2_HUMAN	A0A024RDS2
NM_001135934	POSTN_HUMAN	Q15063
NM_001135935	POSTN_HUMAN	Q15063
NM_001135936	POSTN_HUMAN	Q15063
NM_001286665	POSTN_HUMAN	Q15063
NM_001286666	POSTN_HUMAN	Q15063
NM_001286667	POSTN_HUMAN	Q15063
NM_006475	POSTN_HUMAN	Q15063
NM_006476	ATP5L_HUMAN	O75964
NM_006477	A0A024R1C8_HUMAN	A0A024R1C8
NM_006477	RSLAA_HUMAN	Q92737
NM_001130862	R51A1_HUMAN	Q96B01
NM_006479	R51A1_HUMAN	Q96B01
NM_006480	RGS14_HUMAN	O43566
NM_003583	DYRK2_HUMAN	Q92630
NM_006482	DYRK2_HUMAN	Q92630
NM_006483	A0A024R0J6_HUMAN	A0A024R0J6
NM_006484	A0A024R0M8_HUMAN	A0A024R0M8
NM_004714	DYR1B_HUMAN	Q9Y463
NM_006483	DYR1B_HUMAN	Q9Y463
NM_006484	DYR1B_HUMAN	Q9Y463
NM_006485	Q8NBH6_HUMAN	Q8NBH6
NM_006486	Q8NBH6_HUMAN	Q8NBH6
NM_001996	FBLN1_HUMAN	P23142
NM_006485	FBLN1_HUMAN	P23142
NM_006486	FBLN1_HUMAN	P23142
NM_006487	FBLN1_HUMAN	P23142
NM_000221	KHK_HUMAN	P50053
NM_006488	KHK_HUMAN	P50053
NM_002515	NOVA1_HUMAN	P51513
NM_006489	NOVA1_HUMAN	P51513
NM_006491	NOVA1_HUMAN	P51513
NM_006492	ALX3_HUMAN	O95076
NM_006493	A0A024R644_HUMAN	A0A024R644
NM_006493	CLN5_HUMAN	O75503
NM_006494	A0A024R0L4_HUMAN	A0A024R0L4
NM_001301035	ERF_HUMAN	P50548
NM_006494	ERF_HUMAN	P50548
NM_006495	EVI2B_HUMAN	P34910
NM_006495	Q9BRW1_HUMAN	Q9BRW1
NM_006496	GNAI3_HUMAN	P08754
NM_006497	A0PJI1_HUMAN	A0PJI1
NM_001098202	HIC1_HUMAN	Q14526
NM_006497	HIC1_HUMAN	Q14526
NM_006498	LEG2_HUMAN	P05162
NM_006500	A0A024R3I5_HUMAN	A0A024R3I5
NM_006500	MUC18_HUMAN	P43121
NM_006502	A0A024RD62_HUMAN	A0A024RD62
NM_001291970	POLH_HUMAN	Q9Y253
NM_006502	POLH_HUMAN	Q9Y253
NM_006503	A8K2M0_HUMAN	A8K2M0
NM_006504	Q96P81_HUMAN	Q96P81
NM_006505	A0A0C4DG49_HUMAN	A0A0C4DG49
NM_006505	A8K4I1_HUMAN	A8K4I1
NM_001135768	PVR_HUMAN	P15151
NM_001135769	PVR_HUMAN	P15151
NM_001135770	PVR_HUMAN	P15151
NM_006505	PVR_HUMAN	P15151
NM_001303245	RASA2_HUMAN	Q15283
NM_001303246	RASA2_HUMAN	Q15283
NM_006506	RASA2_HUMAN	Q15283
NM_006507	REG1B_HUMAN	P48304
NM_006507	Q6ICS1_HUMAN	Q6ICS1
NM_006509	RELB_HUMAN	Q01201
NM_006510	TRI27_HUMAN	P14373
NM_006511	RSCA1_HUMAN	Q92681
NM_006512	SAA4_HUMAN	P35542
NM_006513	SYSC_HUMAN	P49591
NM_006513	Q0VGA5_HUMAN	Q0VGA5
NM_001293306	SCNAA_HUMAN	Q9Y5Y9
NM_001293307	SCNAA_HUMAN	Q9Y5Y9
NM_006514	SCNAA_HUMAN	Q9Y5Y9
NM_001243723	SETMR_HUMAN	Q53H47
NM_001276325	SETMR_HUMAN	Q53H47
NM_006515	SETMR_HUMAN	Q53H47
NM_006516	GTR1_HUMAN	P11166
NM_006516	Q59GX2_HUMAN	Q59GX2
NM_006517	MOT8_HUMAN	P36021
NM_006519	DYLT1_HUMAN	P63172
NM_006520	DYLT3_HUMAN	P51808
NM_006521	A0A024QZ23_HUMAN	A0A024QZ23
NM_001282142	TFE3_HUMAN	P19532
NM_006521	TFE3_HUMAN	P19532
NM_006522	Q8N2E5_HUMAN	Q8N2E5
NM_006522	WNT6_HUMAN	Q9Y6F9
NM_001160183	A2RRP7_HUMAN	A2RRP7
NM_001271637	A2RRP7_HUMAN	A2RRP7
NM_001271649	A2RRP7_HUMAN	A2RRP7
NM_006524	A2RRP7_HUMAN	A2RRP7
NM_001160183	ZN138_HUMAN	P52744
NM_001271637	ZN138_HUMAN	P52744
NM_006524	ZN138_HUMAN	P52744
NM_006526	ZN217_HUMAN	O75362
NM_006527	B3KSC5_HUMAN	B3KSC5
NM_001306074	B3KST9_HUMAN	B3KST9
NM_001306075	B3KST9_HUMAN	B3KST9
NM_006527	B3KST9_HUMAN	B3KST9
NM_001306074	SLBP_HUMAN	Q14493
NM_001306075	SLBP_HUMAN	Q14493
NM_006527	SLBP_HUMAN	Q14493
NM_006527	Q53XR2_HUMAN	Q53XR2
NM_001271003	TFPI2_HUMAN	P48307
NM_006528	TFPI2_HUMAN	P48307
NM_001042543	GLRA3_HUMAN	O75311
NM_006529	GLRA3_HUMAN	O75311
NM_006529	Q9UPF3_HUMAN	Q9UPF3
NM_001300950	YETS4_HUMAN	O95619
NM_006530	YETS4_HUMAN	O95619
NM_006532	ELL_HUMAN	P55199
NM_001202553	A0A024R0P1_HUMAN	A0A024R0P1
NM_006533	A0A024R0P1_HUMAN	A0A024R0P1
NM_001202553	MIA_HUMAN	Q16674
NM_006533	MIA_HUMAN	Q16674
NM_006536	CLCA2_HUMAN	Q9UQC9
NM_001256702	UBP3_HUMAN	Q9Y6I4
NM_006537	UBP3_HUMAN	Q9Y6I4
NM_006539	CCG3_HUMAN	O60359
NM_006540	NCOA2_HUMAN	Q15596
NM_001199868	GLRX3_HUMAN	O76003
NM_006541	GLRX3_HUMAN	O76003
NM_006542	SPHAR_HUMAN	Q15513
NM_006544	EXOC5_HUMAN	O00471
NM_006544	Q8IW24_HUMAN	Q8IW24
NM_006545	NPRL2_HUMAN	Q8WTW4
NM_001160423	IF2B1_HUMAN	Q9NZI8
NM_006546	IF2B1_HUMAN	Q9NZI8
NM_006547	IF2B3_HUMAN	O00425
NM_001007225	IF2B2_HUMAN	Q9Y6M1
NM_001291869	IF2B2_HUMAN	Q9Y6M1
NM_001291872	IF2B2_HUMAN	Q9Y6M1
NM_001291873	IF2B2_HUMAN	Q9Y6M1
NM_001291874	IF2B2_HUMAN	Q9Y6M1
NM_001291875	IF2B2_HUMAN	Q9Y6M1
NM_006548	IF2B2_HUMAN	Q9Y6M1
NM_001270485	A0A024RBQ0_HUMAN	A0A024RBQ0
NM_006549	A0A024RBQ0_HUMAN	A0A024RBQ0
NM_006551	SG1D2_HUMAN	O95969
NM_006552	SG1D1_HUMAN	O95968
NM_001142405	SLMO1_HUMAN	Q96N28
NM_001142406	SLMO1_HUMAN	Q96N28
NM_006553	SLMO1_HUMAN	Q96N28
NM_006554	MTX2_HUMAN	O75431
NM_006555	A4D2J0_HUMAN	A4D2J0
NM_006555	YKT6_HUMAN	O15498
NM_006556	PMVK_HUMAN	Q15126
NM_006556	Q6FGV9_HUMAN	Q6FGV9
NM_006557	Q5HYK2_HUMAN	Q5HYK2
NM_006558	KHDR3_HUMAN	O75525
NM_001271878	KHDR1_HUMAN	Q07666
NM_006559	KHDR1_HUMAN	Q07666
NM_006561	E9PC62_HUMAN	E9PC62
NM_001025076	CELF2_HUMAN	O95319
NM_001025077	CELF2_HUMAN	O95319
NM_001083591	CELF2_HUMAN	O95319
NM_006561	CELF2_HUMAN	O95319
NM_006562	LBX1_HUMAN	P52954
NM_006563	KLF1_HUMAN	Q13351
NM_006564	A0N0N3_HUMAN	A0N0N3
NM_006564	CXCR6_HUMAN	O00574
NM_001191022	CTCF_HUMAN	P49711
NM_006565	CTCF_HUMAN	P49711
NM_001303618	CD226_HUMAN	Q15762
NM_006566	CD226_HUMAN	Q15762
NM_006567	SYFM_HUMAN	O95363
NM_006568	CGRF1_HUMAN	Q99675
NM_001166239	CGRE1_HUMAN	Q99674
NM_001166240	CGRE1_HUMAN	Q99674
NM_001301324	CGRE1_HUMAN	Q99674
NM_006569	CGRE1_HUMAN	Q99674
NM_006570	RRAGA_HUMAN	Q7L523
NM_006571	DCTN6_HUMAN	O00399
NM_006572	A0A024R8M0_HUMAN	A0A024R8M0
NM_001282425	GNA13_HUMAN	Q14344
NM_006572	GNA13_HUMAN	Q14344
NM_001145645	TN13B_HUMAN	Q9Y275
NM_006573	TN13B_HUMAN	Q9Y275
NM_001206943	CSPG5_HUMAN	O95196
NM_001206944	CSPG5_HUMAN	O95196
NM_006574	CSPG5_HUMAN	O95196
NM_006576	AVIL_HUMAN	O75366
NM_006577	B3GN2_HUMAN	Q9NY97
NM_006578	A0A024R5R9_HUMAN	A0A024R5R9
NM_006579	A0A024QYX0_HUMAN	A0A024QYX0
NM_006579	EBP_HUMAN	Q15125
NM_006580	CLD16_HUMAN	Q9Y5I7
NM_006581	FUT9_HUMAN	Q9Y231
NM_006582	B2RCN8_HUMAN	B2RCN8
NM_006583	OPSX_HUMAN	O14718
NM_001193529	TCPW_HUMAN	Q92526
NM_001193530	TCPW_HUMAN	Q92526
NM_006584	TCPW_HUMAN	Q92526
NM_001282907	TCPQ_HUMAN	P50990
NM_001282909	TCPQ_HUMAN	P50990
NM_006585	TCPQ_HUMAN	P50990
NM_006586	CNPY3_HUMAN	Q9BT09
NM_001278585	B4E2W9_HUMAN	B4E2W9
NM_001278586	B4E2W9_HUMAN	B4E2W9
NM_006587	B4E2W9_HUMAN	B4E2W9
NM_001278585	CORIN_HUMAN	Q9Y5Q5
NM_006587	CORIN_HUMAN	Q9Y5Q5
NM_006588	ST1C4_HUMAN	O75897
NM_001256725	SNUT2_HUMAN	Q53GS9
NM_001256726	SNUT2_HUMAN	Q53GS9
NM_001256727	SNUT2_HUMAN	Q53GS9
NM_001256728	SNUT2_HUMAN	Q53GS9
NM_006590	SNUT2_HUMAN	Q53GS9
NM_006591	A0A024R5M8_HUMAN	A0A024R5M8
NM_006591	DPOD3_HUMAN	Q15054
NM_006593	TBR1_HUMAN	Q16650
NM_001253852	A0A024R0D2_HUMAN	A0A024R0D2
NM_006594	A0A024R0D2_HUMAN	A0A024R0D2
NM_001253852	AP4B1_HUMAN	Q9Y6B7
NM_001253853	AP4B1_HUMAN	Q9Y6B7
NM_001308312	AP4B1_HUMAN	Q9Y6B7
NM_006594	AP4B1_HUMAN	Q9Y6B7
NM_001142930	API5_HUMAN	Q9BZZ5
NM_001142931	API5_HUMAN	Q9BZZ5
NM_001243747	API5_HUMAN	Q9BZZ5
NM_006595	API5_HUMAN	Q9BZZ5
NM_006597	V9HW22_HUMAN	V9HW22
NM_006598	S12A7_HUMAN	Q9Y666
NM_006600	NUDC_HUMAN	Q9Y266
NM_006601	A0A024RB32_HUMAN	A0A024RB32
NM_001282601	TEBP_HUMAN	Q15185
NM_001282602	TEBP_HUMAN	Q15185
NM_001282603	TEBP_HUMAN	Q15185
NM_001282604	TEBP_HUMAN	Q15185
NM_001282605	TEBP_HUMAN	Q15185
NM_006601	TEBP_HUMAN	Q15185
NM_001301726	Q86TP4_HUMAN	Q86TP4
NM_006602	Q86TP4_HUMAN	Q86TP4
NM_006602	TCFL5_HUMAN	Q9UL49
NM_001042749	STAG2_HUMAN	Q8N3U4
NM_001042750	STAG2_HUMAN	Q8N3U4
NM_001042751	STAG2_HUMAN	Q8N3U4
NM_001282418	STAG2_HUMAN	Q8N3U4
NM_006603	STAG2_HUMAN	Q8N3U4
NM_001098535	RFPL3_HUMAN	O75679
NM_006604	RFPL3_HUMAN	O75679
NM_001098527	RFPL2_HUMAN	O75678
NM_001159545	RFPL2_HUMAN	O75678
NM_001159546	RFPL2_HUMAN	O75678
NM_006605	RFPL2_HUMAN	O75678
NM_006606	RBBP9_HUMAN	O75884
NM_006607	PTTG2_HUMAN	Q9NZH5
NM_006608	PHTF1_HUMAN	Q9UMS5
NM_006609	A0A024RAH0_HUMAN	A0A024RAH0
NM_006609	M3K2_HUMAN	Q9Y2U5
NM_006612	KIF1C_HUMAN	O43896
NM_006613	GRAP_HUMAN	Q13588
NM_001253387	NCHL1_HUMAN	O00533
NM_006614	NCHL1_HUMAN	O00533
NM_006615	Q6PIV8_HUMAN	Q6PIV8
NM_006617	NEST_HUMAN	P48681
NM_006617	Q9H6U9_HUMAN	Q9H6U9
NM_006618	Q9UFD3_HUMAN	Q9UFD3
NM_006618	KDM5B_HUMAN	Q9UGL1
NM_006620	D9YZV0_HUMAN	D9YZV0
NM_001145158	HBS1L_HUMAN	Q9Y450
NM_001145207	HBS1L_HUMAN	Q9Y450
NM_006620	HBS1L_HUMAN	Q9Y450
NM_006621	A0A024R0A8_HUMAN	A0A024R0A8
NM_001242673	SAHH2_HUMAN	O43865
NM_001242674	SAHH2_HUMAN	O43865
NM_001242675	SAHH2_HUMAN	O43865
